,name,size_buy,sex,height,weight,size_review,brightness,color,thickness,review
127,세미와이드히든밴딩슬랙스[블랙],32,남성, 183cm, 70kg,보통이에요,보통이에요,보통이에요,두꺼워요,옷괜찮아요 기장도 나쁘지 않고 가을용으로 대비해서 잘구매했네요
128,세미와이드히든밴딩슬랙스[블랙],29,남성, 170cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요,디자인 예뻐요. 기장은 뒤꿈치 밑에서부터 1cm 위까지만 수선했습니다. 
129,세미와이드히든밴딩슬랙스[블랙],30,남성, 183cm, 61kg,보통이에요,보통이에요,보통이에요,보통이에요,키가 183인데 바지길이 104정도가 발목에와서 딱 좋아하는데 이바지가 아주 사이즈가 좋네요결혼식장에 얇은 쟈켓에 입으니 잘 어울렸어요다른 스타일로 더 봐야겠네요~~아주 맘에 듭니다
130,세미와이드히든밴딩슬랙스[더스티베이지],33,남성, 183cm, 85kg,보통이에요,보통이에요,선명해요,보통이에요,허벅지가 딱 맞긴 한데 살 좀 빼면 될거같네요. 색감은 만족입니다.
131,세미와이드히든밴딩슬랙스[차콜그레이],32,남성, 180cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,편하게임기조을거같타여 어늘입루가야겠어요
132,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 179cm, 75kg,보통이에요,보통이에요,흐려요,보통이에요,기장빼곤 수선한곳 없이 딱 맞아요자켓이랑 착 잘 맞습니다두께감 두껍지 않아서 요즘 날씨에 입으면 될거 같아요
133,세미와이드히든밴딩슬랙스[블랙],29,남성, 172cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요,제 스펙이고 딱히 허벅지 굵지 않고 평균이신 분(마르진 않은 수준)이시면 이 사이즈 가시면 딱 맞습니다한 사이즈 더 크게가도 될거 같긴한데 그러면 기장이 사알짝 길 거 같네요
134,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 168cm, 72kg,커요,밝아요,선명해요,보통이에요,길이 같은경우에는 좀 길지만 색감이나 착용감은 좋아요!
135,세미와이드히든밴딩슬랙스[블랙],32,남성, 187cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요,허벅지가 살짝 있는 편인데도 이쁘게 잘 맞고 재질도 너무 좋습니다 가성비 갑!
136,세미와이드히든밴딩슬랙스[더스티베이지],30,남성, 170cm, 64kg,보통이에요,보통이에요,선명해요,보통이에요,왜 인기가 많은지 알 거 같네요.  딱 가을에 어울리는 색상에 핏도 너무 좋습니다. 다만 저 처럼 키작으신 분들은 수선 필수...
137,세미와이드히든밴딩슬랙스[블랙],32,남성, 174cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요,역시 바지는 무탠다드 ㅎㅎ굿 아주 코디하기에 좋네요 굿
138,세미와이드히든밴딩슬랙스[블랙],28,남성, 175cm, 53kg,보통이에요,보통이에요,보통이에요,보통이에요,너무 좁지도 않고 넓지도 않은 슬랙스입니다 좋아요
139,세미와이드히든밴딩슬랙스[블랙],31,남성, 177cm, 73kg,보통이에요,보통이에요,선명해요,보통이에요,무탠다드야 뭐 가격대비 깔게 없죠 기본으로 깔끔하게 입기에 너무 좋습니다
140,세미와이드히든밴딩슬랙스[라이트베이지],33,남성, 177cm, 90kg,보통이에요,밝아요,보통이에요,보통이에요,마른분이나 탄탄한 분이 사이즈를 한치수만 크게 구매하시면 멋진옷이 나올거에요
141,세미와이드히든밴딩슬랙스[블랙],32,남성, 180cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,많이 와이드 하지 않아서 부담없이 입기 좋은것 같아요
142,세미와이드히든밴딩슬랙스[차콜그레이],32,남성, 175cm, 69kg,보통이에요,어두워요,보통이에요,보통이에요,색은 생각보다 찐하지만 이쁩니다. 기장은 저한테 조금 길긴하지만 신발신으면 괜찮을거같아요.
143,세미와이드히든밴딩슬랙스[블랙],31,남성, 175cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,기본 슬랙스로는 무탠다드가 최고인 것 같아요 핏도 예쁘고 허리도 넉넉합니다
144,세미와이드히든밴딩슬랙스[블랙],31,남성, 176cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,재질이 좋아서 바지살땐 항상 무신사 스탠다드에서 사는거 같아요ㅎㅎ 딱 저한테 맞는 사이즈라 좋아요:)
145,세미와이드히든밴딩슬랙스[네이비],30,남성, 177cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,무난하게 휘뚜루마뚜루 여기저기에 입기 좋아요
146,세미와이드히든밴딩슬랙스[블랙],30,여성, 168cm, 65kg,보통이에요,보통이에요,선명해요,보통이에요,저말고 남자친구 주려고 샀어요 근제 저도 맞네요..이런재질도 좋고 남자친구도 만족해 하네요 길이는 좀 잘라야 할듯 싶지만 좋아합니다ㅋㅋ 
147,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 181cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,역시 믿고 사는 무탠다드네요!!사이즈도 적당하고 구두랑 같이 입으면 예쁠듯요셋업 블레이저도 탐나네요~
148,세미와이드히든밴딩슬랙스[블랙],27,남성, 165cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요,두께감도 적당해서 지금부터 초겨울까지입기 좋습니다 만족합니다~~
149,세미와이드히든밴딩슬랙스[미디엄그레이],30,남성, 178cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요,살짝 작은감이 있지만 편하고 가성비 좋고 예뻐요
150,세미와이드히든밴딩슬랙스[블랙],30,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,사이즈가 딱 맞고 질감도 너무 좋아서 다시 시킬 예정이에요.
151,세미와이드히든밴딩슬랙스[블랙],30,남성, 177cm, 70kg,보통이에요,어두워요,보통이에요,얇아요,전체적으로 질감 색감 만족 그런데 본인 다리가 짧아서 기장이 좀 남음 ㅜㅜ
152,세미와이드히든밴딩슬랙스[라이트베이지],32,남성, 176cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요, 검정색 샀는데 마음에 들어서 이 색상도 구매했습니다. 옷 편하고 예뻐요
153,세미와이드히든밴딩슬랙스[미디엄그레이],28,남성, 176cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,릴렉스드 블레이저랑 셋업으로 입으려고 구매했습니다 멋낼 때 아주 좋습니다
154,세미와이드히든밴딩슬랙스[더스티베이지],29,남성, 173cm, 64kg,보통이에요,보통이에요,선명해요,보통이에요,"허리 밴딩 되어있는거부터 시작해서 기장,색감 모두 만족합니다 가을에 입기 딱 좋은 두께인거같아요"
155,세미와이드히든밴딩슬랙스[브라운],28,남성, 175cm, 58kg,보통이에요,보통이에요,선명해요,보통이에요,와이드슬랙스 사이즈가 없어서 세미 와이드로 선택했어요.같은 사이즈인데 와이드슬랙스보다 허리가 살짝 작은 느낌이네요.딱 맞아서 한사이즈 크면 더 좋을것같다는 생각이 듭니다.그래도 스타일은 이쁘긴하네요.
156,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 181cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요,테이퍼드는 말라보일수도 있는데 세미와이드는 그런게 들해서 좋아요
157,세미와이드히든밴딩슬랙스[그레이],34,남성, 179cm, 83kg,보통이에요,보통이에요,보통이에요,보통이에요,핏도 너무 좋고 히든밴딩은 정말 좋네요 데일리로 입기에는 좋아요
158,세미와이드히든밴딩슬랙스[미디엄그레이],31,남성, 176cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요,색감 핏 다 이쁩니다 슬랙스는 무신사 인 것 같아요
159,세미와이드히든밴딩슬랙스[블랙],30,남성, 170cm, 70kg,작아요,어두워요,선명해요,보통이에요,저한테는 허벅지가 살짝 작았어요ㅠㅠ 31로 주문할걸... 살짝 아쉽지만 고냥 입으려구요
160,세미와이드히든밴딩슬랙스[브라운],32,남성, 183cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요,브라운 슬랙스 필요해서 하나 구매했는데 핏이 제가 원하던 핏이라 마음에듭니다 ㅎ
161,세미와이드히든밴딩슬랙스[그레이],32,남성, 183cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요,그레이색 슬랙스 하나 필요해서 구매했는데 핏감이쁘네요 ㅎㅎ 역시 무탠다드
162,세미와이드히든밴딩슬랙스[라이트베이지],32,남성, 171cm, 78kg,보통이에요,보통이에요,선명해요,보통이에요,배송도 빠르게오고 너무너무 마음에듭니다기장은 살짝 길어서 똑기장으로 줄였는데 인생 핏이에용 ㅎㅎ너무너무 마음에들어요!
163,세미와이드히든밴딩슬랙스[더스티베이지],34,남성, 178cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,기본템으로 아주 만족스럽습니다 3번째 구매입니다
164,세미와이드히든밴딩슬랙스[다크그레이],32,남성, 173cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,"색상 마음에 듭니다다만 밑위가 좀 긴편이고, 저한테는 허벅지가 약간 타이트한거 같아요"
165,세미와이드히든밴딩슬랙스[크림],28,남성, 170cm, 58kg,커요,밝아요,선명해요,보통이에요,색감하고 핏이 일단 마음에 들고 기장은 길어서 줄여입을거 같넹ᆢㄷ
166,세미와이드히든밴딩슬랙스[블랙],30,남성, 172cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요,결혼식 때문에 이런 스타일에 옷을 첨 사는데 나쁘지 않네여
167,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 171cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,음 맨투맨 아무곳에도 너무잘어울럿서 교복처럼 아무때나 입고 다니기 좋아욜ㄹㄹ
168,세미와이드히든밴딩슬랙스[그레이],33,남성, 180cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요,색감도 마음에 들고 핏도 괜찮아서 자주 입어지네요 만족합니다
169,세미와이드히든밴딩슬랙스[라이트베이지],33,남성, 170cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,괜찮네요 ㅎㅎ 가성비로는 딱 좋은가 같습니다 |~ 많이들 입어요
170,세미와이드히든밴딩슬랙스[블랙],33,남성, 170cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요,괜찮네요 ㅎㅎ 가성비로는 딱 좋은가 같습니다 |~ 많이들 입어요
171,세미와이드히든밴딩슬랙스[블랙],33,남성, 183cm, 82kg,커요,보통이에요,보통이에요,보통이에요,"왜 그런지 모르겠는데, 은근히 사이즈가 남는것 같아요. 당초 입던데로 32갔어야되나 봐요. 그외에는 만족합니다."
172,세미와이드히든밴딩슬랙스[블랙],34,남성, 186cm, 85kg,보통이에요,보통이에요,보통이에요,보통이에요,이 바지만 5개 구매했네요. 가성비 최강 무조건 구매하세요
173,세미와이드히든밴딩슬랙스[블랙],31,남성, 175cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요,크롭바지만 입다가 세미오버로 구매하였는데 엄청 마음에 듭니다
174,세미와이드히든밴딩슬랙스[더스티베이지],27,남성, 166cm, 58kg,보통이에요,보통이에요,보통이에요,보통이에요,"셋업으로 사려고 구매했는데, 사이즈 딱 맞고 색도 예쁘니 좋네요. "
175,세미와이드히든밴딩슬랙스[블랙],32,남성, 173cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,너무좋아요 있는데 또샀어요  가성비대박이다요
176,세미와이드히든밴딩슬랙스[블랙],33,남성, 187cm, 89kg,보통이에요,보통이에요,보통이에요,보통이에요,이쁘게 잘맞습니다.무탠다드 역시 가성비 짱짱맨
177,세미와이드히든밴딩슬랙스[블랙],30,남성, 174cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,사이즈 재질감 다 굿! 슬랙스는 역시 무탠다드입니다
178,세미와이드히든밴딩슬랙스[블랙],28,남성, 171cm, 63kg,보통이에요,보통이에요,보통이에요,보통이에요,재질도 탄탄해보이고 좋습니다다만 허벅지가 약간 더 여유 있었으면 좋겠네요
179,세미와이드히든밴딩슬랙스[더스티크림],32,남성, 178cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,이가격에 머 더이상멀바랍니까 가볍게입기좋아요
180,세미와이드히든밴딩슬랙스[더스티크림],34,남성, 178cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,이가격에 머 더이상멀바랍니까 가볍게입기좋아요
181,세미와이드히든밴딩슬랙스[더스티크림],36,남성, 178cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요,이가격에 머 더이상멀바랍니까 가볍게입기좋아요
182,세미와이드히든밴딩슬랙스[더스티베이지],29,남성, 165cm, 57kg,보통이에요,보통이에요,보통이에요,보통이에요,컬러감도 예쁘고 핏도 좋습니다가을에 입기 좋을것 같아요
183,세미와이드히든밴딩슬랙스[미디엄그레이],32,남성, 180cm, 73kg,보통이에요,보통이에요,선명해요,보통이에요,와이드에 지친 마음에 힐링을 주는.. 옷 핏 너무 예쁩니다
184,세미와이드히든밴딩슬랙스[미디엄그레이],33,남성, 177cm, 83kg,보통이에요,보통이에요,보통이에요,보통이에요,깔끔한 코디할 때 좋고 핏이랑 색감도 이뻐서 캐주얼한 무드를 잘 만들어줘요!
185,세미와이드히든밴딩슬랙스[미디엄그레이],30,남성, 170cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요,요즘 많이 보이는 짙은 회색 슬렉스입니다. 편해서 다음에 다른 색도 구매하려고요.
